Level,Date,Hour,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A
L2,17.08.2019,15:00,Forest Green,Grimsby,1,0,H,0,0,D,L Doughty,9,13,1,2,8,20,4,3,1,0,0,0,2.05,3.4,4.2
L2,17.08.2019,15:00,Scunthorpe,Crawley Town,2,2,D,1,1,D,C Pollard,9,14,4,8,10,17,8,6,2,1,0,0,2.0,3.6,4.0
L2,20.08.2019,19:45,Macclesfield,Morecambe,0,1,A,0,0,D,P Marsden,12,12,5,2,12,16,6,1,2,3,0,0,2.25,3.4,3.5
L2,20.08.2019,19:45,Oldham,Exeter,0,0,D,0,0,D,G Salisbury,14,13,3,3,18,6,7,10,2,0,0,0,2.9,3.4,2.6
L2,20.08.2019,19:45,Stevenage,Bradford,0,1,A,0,1,A,C Pollard,17,9,3,2,14,17,5,4,0,2,0,0,3.5,3.3,2.3
L2,20.08.2019,19:45,Walsall,Newport County,0,0,D,0,0,D,D Handley,5,7,1,1,14,15,3,2,2,4,0,0,2.3,3.4,3.4
L2,24.08.2019,15:00,Carlisle,Salford,2,2,D,2,2,D,P Marsden,17,11,6,3,13,12,7,5,0,1,0,0,2.5,3.3,2.75
L2,24.08.2019,15:00,Cheltenham,Swindon,2,2,D,2,2,D,T Kettle,11,10,4,5,13,6,7,4,1,2,0,1,3.1,3.4,2.25
L2,24.08.2019,15:00,Leyton Orient,Crawley Town,2,3,A,1,1,D,B Huxtable,20,15,7,5,14,19,8,5,3,3,0,0,2.15,3.3,3.4
L2,24.08.2019,15:00,Macclesfield,Scunthorpe,1,0,H,0,0,D,J Adcock,12,20,5,2,11,13,8,4,2,2,0,0,2.8,3.5,2.37
L2,24.08.2019,15:00,Newport County,Crewe,1,0,H,0,0,D,L Doughty,7,12,3,3,10,10,2,11,0,1,0,0,2.37,3.4,2.87
L2,24.08.2019,15:00,Plymouth,Walsall,3,0,H,1,0,H,J Smith,13,10,5,3,19,15,4,6,1,4,1,0,2.0,3.5,3.6
L2,31.08.2019,15:00,Crewe,Bradford,2,1,H,1,1,D,D Handley,17,14,5,2,16,12,12,5,4,0,0,0,2.25,3.5,3.0
L2,31.08.2019,15:00,Exeter,Mansfield,1,0,H,1,0,H,N Kinseley,8,9,4,0,11,12,3,6,2,1,0,1,2.37,3.25,3.0
L2,31.08.2019,15:00,Forest Green,Newport County,0,2,A,0,1,A,J Adcock,13,16,2,5,7,21,4,6,1,3,1,0,2.55,3.4,2.7
L2,31.08.2019,15:00,Oldham,Colchester,0,1,A,0,1,A,J Smith,14,8,3,3,18,13,4,4,2,2,0,0,3.1,3.3,2.3
L2,07.09.2019,15:00,Bradford,Northampton,2,1,H,0,1,A,L Doughty,15,6,6,3,11,16,10,2,1,4,1,0,2.15,3.5,3.6
L2,07.09.2019,15:00,Carlisle,Exeter,1,3,A,0,1,A,J Simpson,14,17,4,9,14,14,4,5,2,0,0,0,2.87,3.4,2.6
L2,07.09.2019,15:00,Colchester,Walsall,0,0,D,0,0,D,B Huxtable,10,8,5,3,14,11,5,4,0,2,0,0,2.05,3.3,4.2
L2,07.09.2019,15:00,Grimsby,Crewe,0,2,A,0,0,D,A Coggins,6,18,3,6,13,9,7,7,1,2,0,0,2.87,3.4,2.6
L2,07.09.2019,15:00,Leyton Orient,Swindon,1,3,A,0,3,A,K Johnson,9,13,4,5,16,7,3,7,3,1,0,0,3.1,3.5,2.37
L2,07.09.2019,15:00,Mansfield,Scunthorpe,2,0,H,1,0,H,J Busby,12,11,4,1,14,13,2,5,1,4,0,0,1.9,3.6,4.5
L2,07.09.2019,15:00,Morecambe,Salford,2,2,D,0,1,A,J Smith,14,28,7,11,13,7,6,4,1,0,0,0,2.87,3.4,2.6
L2,07.09.2019,15:00,Newport County,Port Vale,1,0,H,0,0,D,C Pollard,20,12,4,1,13,21,3,4,1,2,0,0,2.25,3.4,3.5
L2,14.09.2019,15:00,Scunthorpe,Morecambe,3,0,H,3,0,H,N Kinseley,16,10,8,7,13,10,6,3,1,0,0,0,2.05,3.5,4.0
L2,14.09.2019,15:00,Swindon,Macclesfield,3,0,H,2,0,H,L Doughty,15,7,8,2,13,13,7,2,0,2,0,0,1.57,4.5,6.0
L2,17.09.2019,19:45,Carlisle,Forest Green,0,0,D,0,0,D,M Salisbury,10,8,2,4,18,10,7,6,4,1,0,1,2.4,3.5,3.1
L2,17.09.2019,19:45,Leyton Orient,Crewe,1,2,A,1,1,D,J Smith,14,9,5,4,12,10,4,8,2,0,0,0,3.4,3.75,2.15
L2,17.09.2019,19:45,Macclesfield,Newport County,1,1,D,1,1,D,G Salisbury,24,13,9,3,11,12,5,6,2,4,0,0,3.6,3.4,2.2
L2,17.09.2019,19:45,Mansfield,Cambridge,0,4,A,0,0,D,D Handley,15,14,1,5,16,12,6,5,2,3,1,0,1.9,3.7,4.33
L2,17.09.2019,19:45,Salford,Grimsby,1,0,H,1,0,H,C Sarginson,10,16,2,2,6,8,2,9,0,1,0,0,2.4,3.5,3.1
L2,17.09.2019,19:45,Swindon,Colchester,0,3,A,0,1,A,A Woolmer,9,8,1,5,11,11,4,6,2,1,0,0,1.8,3.8,4.75
L2,21.09.2019,15:00,Bradford,Carlisle,3,1,H,2,1,H,J Busby,18,12,7,5,11,12,7,2,2,2,1,1,1.85,3.75,4.5
L2,21.09.2019,15:00,Grimsby,Macclesfield,1,0,H,0,0,D,D Webb,12,8,3,1,9,16,5,7,0,0,0,0,1.9,3.75,4.33
L2,21.09.2019,15:00,Oldham,Morecambe,3,1,H,1,0,H,L Doughty,15,9,7,2,12,11,4,3,0,0,0,0,1.95,3.75,4.0
L2,21.09.2019,15:00,Port Vale,Mansfield,2,2,D,1,1,D,J Smith,6,13,3,6,19,15,4,5,4,3,0,0,2.6,3.5,2.8
L2,28.09.2019,15:00,Exeter,Grimsby,1,3,A,0,1,A,B Huxtable,22,7,5,3,16,13,8,1,4,4,0,0,1.85,3.75,4.5
L2,28.09.2019,15:00,Macclesfield,Colchester,1,1,D,1,1,D,C Pollard,9,9,5,3,14,8,4,2,1,1,0,0,3.25,3.5,2.3
L2,05.10.2019,15:00,Cambridge,Macclesfield,2,2,D,1,0,H,J Smith,17,11,4,3,12,20,5,4,1,3,0,0,2.0,3.5,4.2
L2,05.10.2019,15:00,Colchester,Stevenage,3,1,H,0,1,A,N Kinseley,21,8,5,2,11,11,6,1,2,2,0,0,1.9,3.75,4.33
L2,05.10.2019,15:00,Grimsby,Mansfield,0,1,A,0,0,D,P Marsden,8,9,2,3,22,13,7,2,3,1,0,1,2.75,3.4,2.75
L2,05.10.2019,15:00,Newport County,Carlisle,1,0,H,0,0,D,A Coggins,7,12,1,3,13,8,5,2,2,1,0,0,1.8,4.0,4.5
L2,05.10.2019,15:00,Plymouth,Scunthorpe,2,2,D,1,1,D,A Woolmer,13,10,5,2,6,16,2,5,0,0,0,0,1.85,3.6,4.75
L2,05.10.2019,15:00,Walsall,Salford,0,3,A,0,1,A,T Kettle,14,9,6,6,4,15,6,3,0,3,0,0,2.2,3.5,3.5
L2,12.10.2019,15:00,Exeter,Forest Green,1,0,H,1,0,H,P Marsden,14,14,1,3,22,12,11,4,3,3,0,0,1.8,3.75,5.0
L2,12.10.2019,15:00,Macclesfield,Port Vale,2,1,H,1,1,D,D Handley,13,8,6,3,8,12,7,7,2,0,0,0,3.0,3.5,2.45
L2,12.10.2019,15:00,Morecambe,Bradford,1,2,A,0,0,D,C Sarginson,26,12,5,3,7,12,6,6,0,0,0,0,4.33,4.0,1.85
L2,12.10.2019,15:00,Scunthorpe,Northampton,3,0,H,3,0,H,T Kettle,14,14,8,4,14,9,2,4,2,0,0,1,2.6,3.4,2.87
L2,19.10.2019,15:00,Cambridge,Exeter,4,0,H,1,0,H,L Doughty,18,12,12,2,12,9,3,3,0,2,0,0,3.2,3.4,2.37
L2,19.10.2019,15:00,Colchester,Morecambe,0,1,A,0,0,D,T Kettle,14,11,2,6,20,9,10,4,2,2,0,0,1.65,4.0,6.0
L2,19.10.2019,15:00,Grimsby,Leyton Orient,0,4,A,0,2,A,N Kinseley,7,10,2,6,11,12,6,4,2,3,0,0,2.1,3.6,3.8
L2,22.10.2019,19:45,Bradford,Port Vale,1,2,A,1,1,D,G Salisbury,20,11,6,4,8,14,9,4,2,2,0,0,1.85,3.8,4.5
L2,22.10.2019,19:45,Cheltenham,Macclesfield,3,0,H,1,0,H,B Huxtable,14,4,4,1,4,12,2,3,0,1,0,0,1.95,3.5,4.5
L2,22.10.2019,19:45,Morecambe,Forest Green,0,2,A,0,0,D,M Donohue,6,14,0,2,15,6,0,9,0,1,1,0,3.1,3.3,2.5
L2,26.10.2019,15:00,Crawley Town,Swindon,0,4,A,0,2,A,M Salisbury,7,20,1,6,21,12,2,2,4,1,0,0,2.7,3.6,2.62
L2,26.10.2019,15:00,Northampton,Cambridge,2,0,H,2,0,H,G Salisbury,8,11,3,2,21,13,5,8,2,1,0,0,2.3,3.4,3.4
L2,26.10.2019,15:00,Stevenage,Morecambe,1,0,H,0,0,D,K Johnson,18,7,6,3,11,10,7,6,2,2,0,0,2.0,3.6,4.0
L2,02.11.2019,15:00,Bradford,Exeter,2,0,H,2,0,H,M Salisbury,12,15,2,1,10,9,3,6,1,0,1,2,2.25,3.4,3.5
L2,02.11.2019,15:00,Cambridge,Crawley Town,2,1,H,0,0,D,N Kinseley,10,18,3,5,7,11,4,9,2,2,0,0,2.1,3.4,3.9
L2,02.11.2019,15:00,Cheltenham,Forest Green,1,2,A,0,2,A,K Johnson,6,14,3,7,23,9,6,4,4,1,0,0,2.4,3.5,3.1
L2,02.11.2019,15:00,Morecambe,Leyton Orient,1,0,H,0,0,D,P Marsden,13,6,4,2,11,7,9,7,3,1,0,0,3.0,3.4,2.5
L2,02.11.2019,15:00,Swindon,Walsall,2,1,H,1,0,H,J Smith,6,7,4,3,17,12,5,4,0,0,0,0,1.75,3.9,5.0
L2,16.11.2019,15:00,Crawley Town,Morecambe,1,1,D,1,0,H,A Coggins,20,7,3,4,16,15,13,5,0,2,0,0,1.9,3.75,4.2
L2,16.11.2019,15:00,Leyton Orient,Scunthorpe,0,2,A,0,1,A,B Huxtable,14,7,5,4,10,19,3,6,1,2,0,0,2.6,3.5,2.8
L2,16.11.2019,15:00,Macclesfield,Mansfield,0,0,D,0,0,D,C Sarginson,13,5,2,3,13,7,9,0,2,2,0,0,,,
L2,16.11.2019,15:00,Salford,Swindon,2,3,A,1,1,D,L Doughty,10,16,4,5,17,10,4,3,2,0,0,0,3.0,3.5,2.45
L2,16.11.2019,15:00,Walsall,Cambridge,2,1,H,2,0,H,P Marsden,13,15,7,4,12,11,8,6,1,1,0,0,2.62,3.3,2.9
L2,23.11.2019,15:00,Crawley Town,Exeter,0,1,A,0,0,D,T Kettle,13,21,3,4,12,9,6,9,2,1,0,0,3.0,3.5,2.45
L2,23.11.2019,15:00,Leyton Orient,Forest Green,2,4,A,0,3,A,C Sarginson,15,13,4,8,19,9,10,2,3,1,0,0,2.9,3.5,2.55
L2,23.11.2019,15:00,Salford,Macclesfield,0,0,D,0,0,D,M Donohue,13,6,2,1,14,11,4,1,2,3,0,0,1.65,3.75,4.5
L2,23.11.2019,15:00,Swindon,Mansfield,1,0,H,1,0,H,N Kinseley,18,11,3,4,8,10,5,3,0,2,0,0,2.05,3.6,3.8
L2,26.11.2019,19:45,Grimsby,Cheltenham,0,0,D,0,0,D,C Pollard,15,7,8,1,13,14,6,3,2,0,0,0,2.75,3.4,2.75
L2,07.12.2019,15:00,Cambridge,Plymouth,1,0,H,1,0,H,M Salisbury,11,9,3,2,11,11,7,9,3,2,0,0,2.75,3.4,2.7
L2,07.12.2019,15:00,Colchester,Salford,1,0,H,0,0,D,J Smith,19,9,4,2,10,12,6,2,1,2,0,0,1.95,3.6,4.2
L2,07.12.2019,15:00,Forest Green,Scunthorpe,0,2,A,0,0,D,J Busby,12,7,5,4,13,24,5,3,1,5,0,1,2.1,3.5,3.75
L2,07.12.2019,15:00,Morecambe,Carlisle,1,1,D,0,0,D,D Handley,9,6,2,4,8,12,4,5,2,2,0,0,2.62,3.6,2.7
L2,07.12.2019,15:00,Stevenage,Crawley Town,0,0,D,0,0,D,B Huxtable,7,9,1,1,9,10,5,5,0,0,0,0,2.3,3.5,3.25
L2,14.12.2019,15:00,Crewe,Mansfield,1,1,D,1,1,D,K Johnson,18,14,6,6,4,16,9,3,0,2,0,0,1.85,3.9,4.33
L2,14.12.2019,15:00,Leyton Orient,Bradford,0,0,D,0,0,D,C Pollard,13,7,0,3,16,12,5,0,1,1,0,0,3.4,3.5,2.25
L2,14.12.2019,15:00,Newport County,Stevenage,1,1,D,0,1,A,C Sarginson,14,11,3,3,4,14,4,6,0,1,0,0,1.95,3.6,4.33
L2,14.12.2019,15:00,Northampton,Forest Green,1,0,H,1,0,H,A Coggins,12,16,2,3,16,9,6,9,1,1,0,0,2.5,3.4,3.0
L2,14.12.2019,15:00,Plymouth,Morecambe,3,0,H,2,0,H,B Huxtable,22,4,6,1,5,7,13,0,1,1,0,1,1.6,4.0,6.5
L2,21.12.2019,15:00,Cambridge,Leyton Orient,2,3,A,0,3,A,T Kettle,9,10,7,5,13,15,5,7,2,5,0,0,2.2,3.4,3.6
L2,21.12.2019,15:00,Morecambe,Newport County,2,1,H,0,1,A,P Marsden,17,12,7,2,12,17,4,5,1,1,0,0,3.8,3.6,2.05
L2,21.12.2019,15:00,Port Vale,Cheltenham,1,1,D,1,1,D,L Doughty,11,8,4,3,9,10,7,6,1,3,0,0,2.4,3.4,3.2
L2,26.12.2019,13:00,Leyton Orient,Colchester,1,3,A,0,1,A,N Kinseley,12,20,2,7,10,12,10,8,3,2,0,0,2.9,3.3,2.37
L2,26.12.2019,15:00,Carlisle,Bradford,0,0,D,0,0,D,L Doughty,9,15,3,6,15,10,4,8,2,1,0,0,3.1,3.5,2.2
L2,26.12.2019,15:00,Exeter,Newport County,1,0,H,1,0,H,B Huxtable,12,11,3,3,11,7,9,3,4,4,0,0,1.85,3.4,4.33
L2,26.12.2019,15:00,Macclesfield,Grimsby,1,1,D,0,0,D,P Marsden,14,14,1,3,13,19,3,3,3,3,0,0,,,
L2,26.12.2019,15:00,Swindon,Cambridge,4,0,H,3,0,H,J Smith,9,9,5,2,21,9,4,7,2,3,0,0,1.65,3.75,5.25
L2,29.12.2019,15:00,Oldham,Salford,1,4,A,0,3,A,D Handley,22,10,5,4,9,11,9,1,1,1,0,0,2.6,3.4,2.9
L2,29.12.2019,15:00,Plymouth,Stevenage,2,1,H,1,0,H,J Busby,19,8,7,3,9,14,13,0,2,3,0,0,1.8,3.8,4.75
L2,01.01.2020,15:00,Colchester,Crawley Town,1,1,D,0,0,D,A Coggins,11,8,5,4,13,13,5,4,0,1,0,0,1.66,3.75,5.0
L2,01.01.2020,15:00,Crewe,Carlisle,4,1,H,4,0,H,J Busby,14,14,8,4,4,12,4,10,1,2,0,0,1.61,3.75,5.5
L2,01.01.2020,15:00,Northampton,Stevenage,1,0,H,0,0,D,T Kettle,22,15,8,3,13,14,6,5,4,4,0,0,1.85,3.5,4.2
L2,01.01.2020,15:00,Oldham,Scunthorpe,0,2,A,0,1,A,G Salisbury,10,17,2,5,11,6,8,9,0,0,0,0,2.4,3.3,2.9
L2,01.01.2020,15:00,Plymouth,Swindon,1,2,A,1,1,D,K Johnson,12,13,4,7,8,17,1,5,1,5,0,0,2.45,3.25,2.87
L2,01.01.2020,15:00,Walsall,Leyton Orient,1,0,H,1,0,H,D Handley,13,11,4,3,16,17,7,2,3,1,1,0,2.1,3.4,3.4
L2,04.01.2020,15:00,Cheltenham,Oldham,3,0,H,1,0,H,B Huxtable,15,13,6,3,6,10,9,3,0,1,0,0,2.2,3.5,3.5
L2,04.01.2020,15:00,Salford,Walsall,1,2,A,0,1,A,C Pollard,23,12,8,8,7,11,7,1,2,0,0,0,2.3,3.75,3.1
L2,04.01.2020,15:00,Scunthorpe,Plymouth,1,3,A,0,1,A,P Marsden,18,10,5,6,11,16,7,1,1,2,0,0,2.6,3.5,2.8
L2,11.01.2020,15:00,Cheltenham,Walsall,3,1,H,1,0,H,P Marsden,15,9,5,2,16,13,2,3,2,1,0,0,2.1,3.6,3.75
L2,11.01.2020,15:00,Mansfield,Forest Green,3,4,A,2,1,H,G Salisbury,15,20,6,10,17,10,4,8,0,2,0,0,2.45,3.4,3.1
L2,11.01.2020,15:00,Swindon,Crewe,3,1,H,1,0,H,D Handley,11,5,5,2,17,3,6,5,2,0,0,0,2.5,3.6,2.87
L2,14.01.2020,19:45,Stevenage,Oldham,0,0,D,0,0,D,K Johnson,12,16,4,6,5,9,6,7,1,3,0,0,2.55,3.3,3.0
L2,18.01.2020,15:00,Forest Green,Salford,1,2,A,1,1,D,N Kinseley,30,11,5,3,12,18,7,5,1,2,0,2,2.05,3.6,3.8
L2,18.01.2020,15:00,Northampton,Morecambe,4,1,H,2,0,H,G Salisbury,13,15,10,3,12,8,4,4,0,0,0,0,1.57,4.0,7.0
L2,18.01.2020,15:00,Plymouth,Mansfield,3,1,H,1,0,H,T Kettle,14,13,4,7,11,13,5,5,1,2,0,0,1.95,3.75,4.0
L2,18.01.2020,15:00,Port Vale,Leyton Orient,1,0,H,0,0,D,M Salisbury,14,8,9,3,8,16,4,7,0,4,0,0,2.2,3.25,3.8
L2,21.01.2020,19:45,Colchester,Bradford,0,0,D,0,0,D,T Kettle,18,8,2,1,14,11,4,2,4,2,0,0,2.1,3.4,4.0
L2,21.01.2020,19:45,Macclesfield,Crewe,1,1,D,1,0,H,C Pollard,8,13,2,1,12,9,7,10,2,1,0,0,5.25,3.6,1.66
L2,25.01.2020,15:00,Crawley Town,Grimsby,3,2,H,1,2,A,N Kinseley,16,19,8,7,10,11,6,5,2,0,0,0,2.15,3.4,3.7
L2,25.01.2020,15:00,Exeter,Colchester,0,0,D,0,0,D,D Handley,10,13,3,3,11,7,3,5,0,2,0,0,2.15,3.4,3.7
L2,25.01.2020,15:00,Salford,Oldham,1,1,D,1,0,H,J Smith,12,13,5,3,9,12,3,5,1,3,0,0,2.1,3.5,3.75
L2,25.01.2020,15:00,Scunthorpe,Crewe,2,2,D,1,0,H,C Sarginson,13,13,7,4,12,5,9,4,1,0,0,0,3.1,3.6,2.37
L2,28.01.2020,19:45,Cambridge,Salford,0,4,A,0,1,A,C Pollard,13,14,3,8,12,12,3,8,3,2,0,0,2.9,3.3,2.62
L2,28.01.2020,19:45,Colchester,Swindon,3,1,H,0,0,D,G Ward,13,13,3,7,13,16,7,2,1,3,0,0,2.4,3.3,3.25
L2,28.01.2020,19:45,Crewe,Leyton Orient,2,0,H,1,0,H,L Doughty,13,15,4,6,5,11,3,7,1,1,0,0,1.61,4.33,5.75
L2,28.01.2020,19:45,Forest Green,Carlisle,1,4,A,0,2,A,B Huxtable,13,13,6,6,15,14,4,4,1,3,0,0,1.65,4.0,6.0
L2,28.01.2020,19:45,Newport County,Macclesfield,1,0,H,1,0,H,G Salisbury,14,7,6,2,11,14,4,1,1,2,0,0,1.75,3.6,5.75
L2,28.01.2020,19:45,Oldham,Mansfield,3,1,H,2,0,H,M Salisbury,23,7,9,2,6,9,7,5,0,2,0,0,3.0,3.5,2.45
L2,28.01.2020,19:45,Port Vale,Exeter,3,1,H,0,1,A,P Marsden,14,16,7,3,4,10,6,7,1,1,0,0,2.9,3.4,2.6
L2,01.02.2020,15:00,Cambridge,Colchester,2,1,H,0,0,D,B Huxtable,13,5,5,3,9,10,4,4,2,1,0,0,3.6,3.5,2.15
L2,01.02.2020,15:00,Grimsby,Forest Green,2,2,D,1,1,D,P Marsden,8,13,4,4,18,13,1,3,2,2,0,0,2.75,3.25,2.8
L2,01.02.2020,15:00,Macclesfield,Northampton,0,1,A,0,0,D,J Busby,7,15,4,5,13,8,1,8,1,1,0,0,3.25,3.6,2.1
L2,01.02.2020,15:00,Stevenage,Leyton Orient,0,3,A,0,1,A,G Salisbury,8,9,5,5,24,8,4,6,2,3,0,0,2.7,3.4,2.8
L2,01.02.2020,15:00,Swindon,Exeter,2,1,H,2,1,H,K Johnson,13,6,6,2,8,12,8,6,1,1,0,0,2.15,3.5,3.6
L2,08.02.2020,15:00,Bradford,Grimsby,1,1,D,0,0,D,S Martin,14,9,1,3,13,13,9,1,1,1,0,0,2.15,3.4,3.4
L2,08.02.2020,15:00,Carlisle,Swindon,1,1,D,0,1,A,G Salisbury,11,9,4,4,8,17,5,6,0,0,0,0,3.8,3.6,1.95
L2,08.02.2020,15:00,Forest Green,Walsall,1,2,A,0,0,D,A Coggins,15,4,5,2,10,14,9,4,0,2,0,0,1.9,3.6,4.0
L2,08.02.2020,15:00,Leyton Orient,Macclesfield,1,1,D,0,0,D,N Kinseley,8,7,2,4,6,11,5,3,1,0,0,0,1.83,3.4,4.75
L2,08.02.2020,15:00,Salford,Crawley Town,0,0,D,0,0,D,L Doughty,20,3,8,2,15,12,8,3,1,3,0,0,2.0,3.75,3.6
L2,08.02.2020,15:00,Scunthorpe,Cheltenham,1,0,H,1,0,H,C Pollard,15,9,2,5,13,15,4,2,2,1,0,0,2.6,3.3,2.75
L2,11.02.2020,19:45,Crewe,Crawley Town,2,1,H,0,0,D,A Coggins,23,8,10,4,10,13,6,3,2,3,0,0,1.66,3.8,5.25
L2,11.02.2020,19:45,Exeter,Oldham,5,1,H,2,1,H,K Stroud,13,11,9,4,5,11,11,3,1,1,0,1,1.75,3.7,4.75
L2,11.02.2020,19:45,Forest Green,Port Vale,2,3,A,0,2,A,T Kettle,16,7,6,5,7,28,6,1,1,3,0,2,2.0,3.1,4.33
L2,11.02.2020,19:45,Leyton Orient,Mansfield,2,1,H,1,0,H,J Smith,14,9,3,5,15,19,5,5,2,1,0,0,2.35,3.4,3.0
L2,11.02.2020,19:45,Morecambe,Macclesfield,2,0,H,2,0,H,M Salisbury,13,13,3,3,6,8,3,11,0,0,0,0,2.05,3.2,4.0
L2,11.02.2020,19:45,Newport County,Walsall,0,0,D,0,0,D,B Huxtable,16,3,3,0,12,12,8,2,1,2,0,0,2.1,3.1,3.9
L2,11.02.2020,19:45,Salford,Plymouth,2,3,A,0,1,A,P Marsden,21,14,6,5,12,11,5,5,1,3,0,0,2.4,3.2,3.1
L2,11.02.2020,19:45,Scunthorpe,Cambridge,0,2,A,0,1,A,T Bramall,14,6,4,4,6,14,3,3,0,0,0,0,1.95,3.4,4.1
L2,15.02.2020,15:00,Cambridge,Bradford,2,1,H,0,1,A,N Kinseley,18,5,6,4,5,13,13,2,0,1,0,0,2.45,3.4,2.87
L2,15.02.2020,15:00,Cheltenham,Leyton Orient,2,1,H,1,1,D,J Simpson,21,4,6,2,14,11,2,0,2,1,0,0,2.0,3.75,3.5
L2,15.02.2020,15:00,Grimsby,Morecambe,2,1,H,0,0,D,T Kettle,21,9,7,3,7,8,11,1,0,0,0,0,1.95,3.8,3.6
L2,15.02.2020,15:00,Macclesfield,Exeter,2,3,A,1,2,A,T Bramall,17,16,3,10,10,9,3,3,1,2,0,0,4.33,3.4,1.9
L2,15.02.2020,15:00,Mansfield,Newport County,1,0,H,1,0,H,D Whitestone,13,7,6,0,10,12,3,4,2,2,0,0,2.37,3.4,3.0
L2,15.02.2020,15:00,Port Vale,Colchester,3,0,H,1,0,H,L Doughty,13,5,5,1,14,9,7,10,4,2,0,0,2.87,3.3,2.5
L2,22.02.2020,15:00,Cheltenham,Mansfield,1,0,H,0,0,D,J Busby,13,11,2,2,10,8,4,4,3,0,0,0,1.9,3.5,4.0
L2,22.02.2020,15:00,Crawley Town,Stevenage,2,0,H,1,0,H,P Marsden,15,11,7,3,10,8,4,11,1,2,0,0,2.05,3.6,3.5
L2,22.02.2020,15:00,Newport County,Bradford,2,1,H,2,1,H,J Smith,16,15,5,4,10,8,3,10,2,2,0,0,2.15,3.2,3.7
L2,29.02.2020,15:00,Macclesfield,Salford,0,2,A,0,2,A,T Kettle,12,12,1,5,10,8,9,6,1,1,0,0,4.0,3.6,1.9
L2,29.02.2020,15:00,Morecambe,Crewe,1,1,D,0,0,D,G Salisbury,11,21,5,6,10,5,7,10,1,0,1,0,3.8,3.6,1.95
L2,29.02.2020,15:00,Oldham,Newport County,5,0,H,2,0,H,T Bramall,18,8,8,1,7,8,4,4,0,1,0,0,2.7,3.2,2.75
L2,29.02.2020,15:00,Port Vale,Scunthorpe,2,2,D,1,0,H,A Coggins,7,12,4,3,8,8,3,5,0,0,0,0,2.4,3.3,3.0
L2,07.03.2020,15:00,Carlisle,Colchester,0,3,A,0,2,A,T Bramall,10,19,3,9,12,11,2,6,1,0,0,0,3.2,3.25,2.3
L2,07.03.2020,15:00,Leyton Orient,Cambridge,2,1,H,2,0,H,P Marsden,16,11,8,4,13,15,5,5,2,2,0,0,2.2,3.25,3.5
L2,07.03.2020,15:00,Plymouth,Macclesfield,3,0,H,1,0,H,C Sarginson,26,9,9,6,5,16,13,4,0,1,0,0,1.53,3.75,7.5
